,Unnamed: 0,segment,sentiment,embeddings
946,946,regard the relevance of the ilo strategy the team find that while the strategy under outcome 17 provide a global sense of direction for the implementation of non discrimination work -PRON- be not explicitly link to the high level strategic guidance lay out in the grs aps and the gjp,negative,[-1.6476061   1.0023154   0.77079535]
947,947,the employment intensive construction method be disadvantage by long hold national and international concern about the management intensity for government institution and -PRON- contractor and perceive risk link to the relatively slow disbursement of fund,negative,[-1.969092  -0.3218596  2.8670177]
948,948,the ilo have the mandate and expertise to carry out the objective of the programme but lack the full leverage to bring about the policy institutional and philosophical change need without more support from key influential institution at global regional and national level,negative,[-1.1344787 -1.3408794  2.8228848]
949,949,there be wide disparity in the number of country cover by each regional office ro decent work technical support team dwt and by each country office co as well as in the office architecture,negative,[-1.423146  -1.3063073  3.3066068]
950,950,the inequity be great for africa and the arab state,negative,[-2.0807471   1.899729    0.22078456]
951,951,more generally issue emanate from resource constraint have slow the pace of reform,negative,[-1.7042199 -0.7114077  3.0959258]
952,952,the extent to which programme and budget proposal be base on an assessment of need be not clear as budget only marginally change from one biennium to the next,negative,[-3.0441682  1.3723749  2.105483 ]
953,953,more flexibility in financial and human resource management be need for decentralization effort to lead to decision at the field level,negative,[-2.257102   0.0667681  2.781432 ]
954,954,there do not appear to be a systematic process for determine demand at country or regional level although the process of develop dwcps partly serve this purpose,negative,[-1.3155118 -1.4590659  3.4485726]
955,955,this be a major factor in determine whether or not the ilo be an effective partner in all unct,negative,[-1.5743352 -0.984832   3.0958953]
956,956,knowledge management and commu- nication system need to be improve in the context of a culture of share to make the work of the fos more effective,negative,[-2.2927742  0.9244012  1.5959305]
957,957,such move have not always be sufficiently gender responsive in address the gender gap at various level,negative,[-0.49110034 -1.738241    2.564282  ]
958,958,programme support income psi funding to support the fos and as an incentive for resource mobilization remain centra- lize in allocation,negative,[-1.2850393 -1.3605895  3.1579347]
959,959,although a staff mobility procedure be in place there be minimal evidence of staff movement in practice although some difference and variation between region and department be observe,negative,[-1.310861   -0.82996875  2.580555  ]
960,960,provision of technical support appear to be drive more by supply than demand include where donor resource be available,negative,[-1.5056372 -1.0835273  3.0358858]
961,961,in the field there be low awareness of the reform effort despite high interest with the pace of reform generally perceive to be slow,negative,[-1.3700492 -1.4217424  3.4715047]
962,962,evidence suggest that the ilo be less effective in country lack a resident designate ilo official,negative,[-1.7008699  -0.79112786  2.971118  ]
963,963,-PRON- be still mostly a one way connection between hq and the field,negative,[-1.009112  -1.2853987  2.681536 ]
964,964,this be in part explain by the fact that the implementation of the mcof at these level do not always imply additional allocation of resource,negative,[-1.5227698 -0.2688549  2.111308 ]
965,965,the exclusion of some project in post crisis situation which focus on technical assistance for migration management be problematic as this be contrary to the spirit of the facility,negative,[-2.1960878  -0.39685038  3.3235202 ]
966,966,the report note however that with the expansion of the facility the number of project to review comment on and submit to the iom director general for approval have be increase,negative,[-1.9171232 -0.7424955  3.1761458]
967,967,one member state also propose that the criterion and guideline be review in the light of the outcome of the current iom budget reform process,negative,[-1.303733    0.12346055  1.2588339 ]
968,968,the concrete benefit of use a tot as a means of expand role out to ensure the replication and monitoring be recognise in particular in the philippines and would require further effort in indonesia,negative,[-1.3866376  2.3401034 -1.2630768]
