segment,sentiment,embeddings,cluster,x,y
"Mechanisms for gender mainstreaming have been put in place in some of the core areas of UNEPs work, but, these are not yet robust enough to ensure compliance and a meaningful integration of gender perspectives into operational or programmatic areas of work.",negative,[-1.1604055 -1.4852087  3.1964378],0,8.61093521118164,-8.125494003295898
Ensuring gender sensitivity of institutional processes alone does not guarantee the improvement of the quality of life of the disadvantaged or most vulnerable group of people.,negative,[-2.2146492  1.2942111  0.8834045],0,11.518580436706545,3.487029552459717
The context is unclear: there is no statement as to how gender equality and equity should be understood in UNEP and how it applies to UNEP work.,negative,[-2.083971   -0.33997533  3.056469  ],0,14.39230251312256,-4.389825820922852
The review finds that the gender mainstreaming strategy and its accountability and results framework are not well understood by UNEP staff mainly due to inadequate awareness-raising and capacity building of staff for gender mainstreaming.,negative,[-1.4727329 -1.4403783  3.553763 ],0,9.90607452392578,-10.292720794677734
More than a third (38%) is not aware it exists as reflected in the gender perception survey.,negative,[-1.3679496  2.181308  -1.1744778],1,10.56089210510254,12.909753799438477
The GePA is not results-based and the gender mainstreaming actions are not linked to specific expected outcomes or results and to the operational priorities of UNEP.,negative,[-2.2458887  0.5050184  2.1701398],0,13.015647888183594,-0.3776585161685943
The review did not find sufficient evidence of proactive efforts from management to mobilize or allocate adequate funds for gender mainstreaming efforts.,negative,[-0.9415455 -1.7613883  3.3014917],0,7.642086029052734,-8.023653984069824
"With the current UNEP funding mechanism for operations, which is tied up to sub-programmes, the prospect for specific funding for gender is bleak, unless specific allocations will be provided to cross-cutting issues, including gender.",negative,[-2.0772836  2.635268  -0.5758372],1,14.491604804992676,10.508808135986328
"There is only a minimal Gender unit composed of just one Senior Gender Advisor (SGA) located in the Quality Assurance Section (QAS), Office of Operations.",negative,[-0.718789   -0.14884202  0.7765205 ],3,5.00592851638794,-0.8858099579811096
"Hence, many GFPs are inactive.",negative,[-1.1619561 -1.0313191  2.6983962],0,9.93008041381836,-5.403200149536133
"By focusing gender mainstreaming mainly on institutional processes, the GePA does not fully support the gender equality objectives set in the GC decision.",negative,[-1.4691819 -1.4116888  3.5024748],0,9.864916801452637,-10.08565902709961
"In the few documents that feature gender, the focus is generally minimal.",negative,[-2.0057478  -0.15891139  2.8073468 ],0,13.40202808380127,-3.3892502784729004
UNEP will always have difficulty in reporting on gender as long as it does not cover gender-specific issues or systematically use sex-disaggregated data.,negative,[-2.1239502  -0.47227898  3.3891687 ],0,14.762510299682615,-5.613821983337402
"But, increasing the proportions of female staff in P5 and D1 levels remains a challenge.",negative,[-1.3286366 -1.4853466  3.320176 ],0,9.162275314331056,-8.93779182434082
"Consequently, there have been missed opportunities for gender to be reflected in some key publications.",negative,[-1.1995169 -1.3126616  3.048195 ],0,9.449338912963867,-7.180097579956055
"But, they are spread out without a mechanism to effectively consolidate and share, and therefore not easily accessible to UNEP staff.",negative,[-2.5540023  0.4899721  2.7808933],0,14.18973159790039,-0.5525005459785461
The GePA has not consistently indicated expected outcomes and outputs of these partnerships.,negative,[-0.79260206 -1.4348056   2.5227597 ],0,8.004209518432617,-5.7074737548828125
"But, UNEP is having difficulty in successfully demonstrating its contribution to this endeavour.",negative,[-1.6958057  -0.57044333  2.7352848 ],0,11.93502140045166,-4.669632434844971
The main reasons for this deficiency are inadequate policy review mechanisms and limited engagement of the SGA in the policy development process.,negative,[-1.7416368 -1.1919656  3.6671338],0,12.323330879211426,-9.950151443481444
"Despite efforts from the SGA in collaboration with sub-programme coordinators, the thematic gender action plans were not widely known by all members of the gender focal teams in the divisions and regional offices.",negative,[-1.1600984 -1.4913068  3.2063138],0,8.601405143737793,-8.140046119689941
"UNEP also needs to pay more attention to supporting career enhancement and life and work balance of staff, including focusing career enhancement training for women, enhancing induction package and referral systems provided by UNON, and improving the mechanism for implementation of harassment policy.",negative,[-1.4092337  -0.45624366  2.2746758 ],0,10.99019718170166,-3.697019577026367
The veracity of those findings remains undiminished.,negative,[-1.4614851  -0.50163186  2.3209448 ],0,11.051600456237791,-3.720779657363892
Sub-programme coordinators work across the Divisional structures but do not hold any authority over human or financial resources.,negative,[-1.7089611 -0.4088478  2.677493 ],0,12.074023246765137,-4.159400939941406
"Many staff involved in PoW preparation, including subprogramme coordinators, did not play any active role in the preparation of the MTS.",negative,[-1.5497704 -0.6799684  2.7344272],0,11.565459251403809,-4.975467205047607
"Furthermore, there is no clear link between POW Output targets and EA targets.",negative,[-1.5236776 -1.2402594  3.4754324],0,10.867542266845703,-9.759977340698242
"To add to the confusion, in some cases, related PoW Outputs are actually consecutive steps in a results chain, with one expected to lead to the other.",negative,[-2.2933745   1.7032428   0.84857744],0,11.905680656433104,3.635633230209351
"This lack of authority can; impede SPCs from getting access to progress information from other divisions, limit their ability to influence project and programme design processes and constrain their influence on resource allocation decisions to pursue alignment with subprogramme priorities.",negative,[-2.159308   -0.21071152  3.2692635 ],0,14.880253791809082,-4.643537998199463
Similar situations may prevail in relation to resource mobilisation priorities.,negative,[-2.348358   0.5897207  2.3646524],0,13.540523529052734,-0.2851502895355224
