,segment,sentiment,id
6130,"For example, the percentage of countries with a policy on harmful use of alcohol rose from 48% in  2013 to 74% in 2019, for physical activity from 52% to 79%, for tobacco use from 63% to 79% and for healthy  diet from 55% to 80%. ",neutral,6130
6131,There was a statistically significant association between having each of these policies and  country income level. ,neutral,6131
6132,Progress on risk factor actions is more mixed  (see Table S2) depending on whether  indicators are fully achieved or at least  partially achieved. ,neutral,6132
6133,Combining these into an implementation score for each indicator (see  Figure S3) shows that there has been some year-on-year progress for actions on tobacco  but little progress in relation to harmful use  of alcohol or physical activity.,negative,6133
6134,"There is a  mixed picture on actions relating to healthy diet with, for example, steady progress in  relation to food marketing aimed at children  but little if any progress on policies to reduce  salt content.",negative,6134
6135,One possible explanation for  this is that there are strong frameworks in  place for tobacco (WHO Framework  Convention on Tobacco Control) and breast- milk substitutes which limit industry  interference.,negative,6135
6136,"In most cases, adopting a policy on a particular risk factor is associated with countries implementing actions in  relation to those risk factors (see Table S3) ",positive,6136
6137,"However, this is not the case for the harmful use of alcohol.",negative,6137
6138,"or  example, less than one quarter of countries (23%) with a policy on harmful use of alcohol achieved the action  on alcohol taxation, whereas one third of countries (33%) without a policy did.",negative,6138
6139,"There is an association between  having a policy on tobacco use and some actions, particularly on packaging, but not on others, such as pricing  and smoke-free environments. ",neutral,6139
6140,NCD-GAP objective 4: To strengthen and orient health systems to address the prevention and control of NCDs and the underlying social determinants through people-centred primary health care and universal health coverage,neutral,6140
6141,Countries have made little progress in introducing evidence-based national guidelines/protocols/standards for  the management of major NCDs through a primary care approach (see Table S1). ,neutral,6141
6142,"In 2013, less than half of  countries (49%) had such guidelines/protocols/standards and this remained less than half (48%) in 2019.",neutral,6142
6143,"Some  progress has been made on the percentage of countries able to provide drug therapy, including glycaemic  control, and counselling for eligible persons at high risk to prevent heart attacks and strokes, with emphasis on  the primary care level.",neutral,6143
6144,The percentage rose from 14% in 2015 to 34% in 2019 (see Table S2) but around two  thirds of countries are still unable to offer such drug therapy and counselling. ,neutral,6144
6145,"In addition, there is no measure  as to whether people with NCDs (e.g. hypertension and diabetes) are being diagnosed, treated and having their  conditions controlled in practice.",neutral,6145
6146,There is a particularly strong association between a country being able to  provide such drug therapy and counselling and country income group (see Figure S4). ,neutral,6146
6147,"In 2019, no low-income  country had fully achieved this indicator as compared with almost two thirds of high-income countries (65%).",neutral,6147
6148,NCD-GAP objective 5: To promote and support national capacity for high-quality research and development for the prevention and control of NCDs,neutral,6148
